title,type,location,bedroom,bathroom,size_sqm,price
Townhouse with lowest down payment at hyde park .,Townhouse,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6,420,"9,400,000"
Villa for sale in in swan lake in new cairo ,Villa,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,3,251,"3,230,531"
Villa V2 in CFC | Below Market | Prime Location,Townhouse,"La Verde, New Capital Compounds, New Capital City, Cairo",3,4,284,"6,850,000"
Town House 220 SQM For Sale In Stei8ht With 5% D.p,Villa,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",5,4,311,"1,100,000"
Town House in Mivida | Featured Location | 3 BR,Twin House,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,280,"7,000,000"
Apartment with 5% DP | Finished |New cairo | OFFER,Apartment,"The City of Odyssia, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,200,"3,000,000"
فيلا للبيع استلام فوري في كمبوند بالم هيلز بالتجمع,Villa,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,270,"1,500,000"
Apt Estown Terraces Prime location - New Cairo,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,225,"4,800,000"
Under Market Price Twin House For Sale Palm Hills,Twin House,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",3,4,308,"6,845,000"
"   Apartment for sale ,immediate receipt in Narges",Apartment,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3,2,178,"1,680,000"
Fully Finished villa at CFC with Swimming Pool    ,Villa,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",6,5,800,"30,000,000"
Own Apartment 181m in phnc prime location with ins,Villa,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,450,"16,500,000"
Town corner for sale in Layan Sabour new cairo ,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,181,"4,600,000"
Apartment (191)sqm for Sale in Eastown Sodic ,Townhouse,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,270,"6,000,000"
Villa in sarai compound very prime location,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,191,"4,200,000"
Apartment With Facilities For sale In New Capital,Penthouse,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,140,"1,175,000"
 penthouse  for   sale  Easttown   Sodic  delivery,Villa,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",5,6,400,"2,400,000"
"Villa for sale in Cairo Festival City, ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐",Apartment,"De Joya, New Capital Compounds, New Capital City, Cairo",3,3,155,"1,750,000"
Duplex roof at Eastown 305M 3 bed Prime location,Penthouse,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,319,"3,300,000"
Apartment 154 Finished 2nd floor Eastown Residence,Villa,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5,5,417,"17,500,000"
Phase 1 |Immediate Delivery|installments till 2024,Duplex,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,305,"6,300,000"
Apartment 192m2 for sale at Hyde park . ,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,154,"4,000,000"
Apartment 190m in Beit Al Watan DP 20%,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,173,"2,800,000"
Discount 15%-APT185m-Delivry 6months-Garden View,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,192,"2,447,536"
0% Ready To Move With Installments Over 10 Years  ,Apartment,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,190,"1,235,001"
Apt 165m with 0% DP immediate delivery Palm Hills.,Apartment,"Scenario, New Capital Compounds, New Capital City, Cairo",3,3,185,"1,780,000"
Villa 300M with 8 years Installments for sale,Villa,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,254,"1,000,000"
Townhouse 256m for sale in Hyde Park New Cairo,Townhouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,256,"7,200,000"
Boulevard -Hot price –Prime location–Installments ,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,190,"6,281,000"
Delivered APT + Good Price in Lake View Residence,Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,197,"3,500,000"
FURNISHED Villa |BEST LOCATION |High end finishing,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,650,"32,000,000"
Apartment with garden for sale in Stone Residence.,Apartment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,128,"1,400,000"
Twin-house Fully Finished + ACs + Pool | Bahary,Villa,"Les Rois, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6,5,366,"10,500,000"
Own your Apartment 192sqm in Eastown fullyfinished,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,192,"4,500,000"
apartment128m+garden65m in palm hills new cairo ,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,128,"3,800,000"
"apartment of 170 m ,Full finished inst of 8 years",Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,170,"4,000,000"
villa 1400m with additional floor / katameya dunes,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,191,"4,230,000"
Apartment 185m for sale in Hyde Park.New Caiiro,Villa,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,450,"13,500,000"
Own  IVilla  garden 287 sqm at MVHP Fully finished,Villa,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6,7,"1,400","39,000,000"
 Villa ready to move in a compound of villas only ,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,185,"2,900,000"
stand alone villa for sale at katamya palms,Villa,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,287,"6,000,000"
Apartment 200 m ground in garden 120 mountain view,Villa,"Life View Villas, El Shorouk Compounds, Shorouk City, Cairo",5,4,567,"5,356,000"
 Apartment for sale in new capital fully finished ,Villa,"Katameya Palms, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,4,575,"12,000,000"
apartment 136 meter 3 bedrooms new capital city ,Apartment,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,"3,800,000"
Own Standalone  at  Lake View semi   finished,Apartment,"Atika, New Capital Compounds, New Capital City, Cairo",3,2,198,"2,736,000"
PHNC|Standalone 294SQM|Early Delivered|Installment,Apartment,"Yaru new capital Compound, New Capital Compounds, New Capital City, Cairo",3,3,136,Ask
own apart 168m Bloomfields in Installment 9 years,Villa,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6,760,"32,000,000"
Under Market Price Apartment for sale at Sarai,Villa,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,294,"1,204,400"
Villa 620m for sale in layan special price,Apartment,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,168,"2,800,000"
Villa Level D 370m / Direct view on lake ,Apartment,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,3,122,"1,071,000"
Mivida Townhouse | Fully Finished |Prime Location,Townhouse,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,288,"9,500,000"
penthouse for Sale at District 5 Marakez compound,Penthouse,"District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4,4,251,"7,295,000"
I villa A Roof middle with prime location for sale,iVilla,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,3,300,"1,450,000"
Villa Corner 331 m in * Hot Price * Mivida Views,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,331,"13,500,000"
Apartment ready to deliver in galleria moon valley,Apartment,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,2,162,"2,150,000"
Penthouse at Hyde Park 206M Maintenance included .,Penthouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,206,"3,350,000"
Mivida Views | Direct on Lake | Prime Location,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,950,"30,000,000"
Apartment 168m-patio oro- golden square-Dp 10%,Apartment,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,168,"3,970,000"
"Villa on view in Palm Hills, Fifth Settlement",Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,110,"2,700,000"
" Hot deal , deliver with instalments dp 2.6",Apartment,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,127,"4,700,000"
villa 220m mountain view 1 installments 8 years,Twin House,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,331,"1,220,000"
Own your Apartment 156 m in Eastown Prime location,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,205,"2,600,000"
Apartment for sale 152m immediate receipt in Sarai,Villa,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,220,"6,000,000"
Eastown parks|Ready to move|view villas|sunny,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,170,"2,500,000"
Apartment at Stone Residence + attractive price,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,156,"3,350,000"
*Amazing Townhouse * With Wonderful view,Apartment,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,152,"2,545,000"
 down payment 5% Sky Villa for sale in new Capital,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,160,"3,300,000"
Standalone for sale in mivida Prime Location,Apartment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,140,"1,800,000"
apartment for sale in The Village Compound,Townhouse,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,280,"1,300,000"
Villa| Mivida|Installment | without over,Villa,"IL Bosco, New Capital Compounds, New Capital City, Cairo",3,3,175,"3,777,055"
Apartment For Sale in Eastown Sodic,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,356,"15,500,000"
Apartment 3BR with lowest price for sale at Sarai,Apartment,"The Village, South Investors Area, New Cairo City, Cairo",2,2,146,"2,800,000"
Apartment 3BR with lowest price for sale at Sarai,Apartment,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,164,"1,275,000"
Townhouse 240 m in  IL Bosco city + installments,Townhouse,"IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,240,"4,600,000"
Apartment immediate delivery for sale at Eastown,Villa,"Sodic East, 6th District, New Heliopolis, Cairo",6,6,480,"6,450,000"
Apartment ready to move for sale in New Cairo,Villa,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,300,"12,500,000"
Villa 480m For sale in Al Rehab                   ,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,215,"4,500,000"
The lowest price in Al-Qoronfl Villas,Apartment,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,2,162,"3,572,000"
136m ready to move in LakeView Residence New Cairo,Villa,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",4,4,480,"7,500,000"
Twin House in Eleva Uptown Cairo | Discount 200 K,Apartment,"El Koronfel, The 5th Settlement, New Cairo City, Cairo",3,3,233,"1,800,000"
فيلا للبيع فى مدينتى نموذج C بأقل سعر- وايد جاردن.,Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,136,"2,400,000"
Apartment Landscape view best price in Palm Hills,Twin House,"Eleva, Uptown Cairo, Mokattam, Cairo",3,3,279,"10,000,000"
"Townhouse for sale in Layan, 266m, buildings ",Villa,"Madinaty, Cairo",4,5,800,"23,000,000"
Delivery this Year Twin Villa Open View Greenery,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,205,"3,250,000"
Apartment 164m2 For sale At Sarai Compound .,Townhouse,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,266,"5,100,000"
شقة للبيع فى مدينتى 200م² تشطيب خاص بأقل سعر .,Villa,"La Vista City, New Capital Compounds, New Capital City, Cairo",4,4,288,"8,000,000"
Apartment 127m2 For sale At Sarai Compound .,Apartment,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,164,"1,500,000"
Apartment with garden prime location in Jayed,Apartment,"Madinaty, Cairo",3,3,200,"3,400,000"
Eastown open view penthouse overlooking dunes,Apartment,"IL Bosco, New Capital Compounds, New Capital City, Cairo",3,3,180,"1,500,000"
Apartment / 3 Bedrooms / Eastown / Sodic / 210 m.,Apartment,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,127,"1,278,000"
Ivilla roof for sale in mountain view Hydepark,Apartment,"JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,165,"3,150,000"
Standalone For sale Katmaya Dunes SECOND ROW,Penthouse,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,189,"5,000,000"
Apartment for sale vinci  with down payment 10%,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,210,"5,000,000"
Penthouse 165m in Midtown for sale,iVilla,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,236,"4,700,000"
Apartment in taj city ready to move prime location,Apartment,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,145,"3,500,000"
Twinhouse For Sale in Mivida Under Market Price,Twin House,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,320,"11,800,000"
villa for sale || 265 m || ready to move   ,Apartment,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,161,"4,460,000"
for sale hotel apartment fully finished,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,199,"3,750,000"
 apartment ground sale cairo festival city 3 bed,Villa,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,265,Ask
Amazing Prime Location Twin L420m For Sale in Dyar,Townhouse,"La Vista City, New Capital Compounds, New Capital City, Cairo",4,4,286,"7,200,000"
Own Penthouse in Golden Square - Ready to move,Hotel Apartment,"D-Square, Downtown Area, New Capital City, Cairo",1,1,69,"2,147,280"
 Standalone at Palm Hills PK2 For sale 357M      .,Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,3,200,Ask
Duplex Ready to move in Eastown New Cairo,Twin House,"Dyar, Ext North Inves Area, New Cairo City, Cairo",4,4,420,"7,750,000"
"twin house for sale in Mivida ,pool,fully finished",Penthouse,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,175,"3,400,000"
Prime Location Apartment 220m in Stone Residences.,Villa,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,357,"7,750,000"
Own your Apartment in Mountain View Hyde Park 133m,Villa,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,305,"1,900,000"
 Own your apartment in Bait Al Watan 170 m dp 15%,Duplex,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,236,"2,600,000"
apartment for sale with old price on 10 years ,Twin House,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,470,"12,000,000"
Apartment for sale|148 m|Pool view|Good price,Apartment,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,220,"2,360,000"
Villa 391 m | 3 Levels | Valley View | With Inst,Apartment,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,133,"2,300,000"
I Villa A garden under Market Price at MVHP .     ,Apartment,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,1,170,"1,105,001"
Townhouse ready to move 266 m in Golden Square,Apartment,"R7, New Capital City, Cairo",3,2,177,"3,000,000"
twin house for sale in Mivida- landscape view,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,148,"3,450,000"
Own a villa 345m View Garden in Taj City compound ,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,391,"13,500,000"
