Price,Area,Rooms,Bathrooms,Floor Level,Year Built,Seller Type,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter
"4,000,000 EGP",195,3,3 bathroom,2,2026,Broker,Pool,Cash,Unknown,Basic,4000000,20512.82
"4,625,000 EGP",185,3,2 bathroom,1,2025,Broker,Garden,Cash,الأندلس 1,Basic,4625000,25000
"2,900,000 EGP",140,3,1 bathroom,12,2013,Broker,Side Street,Cash,شارع الليث,Basic,2900000,20714.29
"3,300,000 EGP",155,3,2 bathroom,2,2025,Broker,Garden,Installments,الحي السادس,Basic,3300000,21290.32
"3,108,500 EGP",105,2,2 bathroom,3,2027,Broker,Main Street,Installments,كمبوند نيوم أكتوبراستلام,Basic,3108500,29604.76
"2,600,000 EGP",120,2,1 bathroom,3,1999,Broker,Main Street,Cash,شارع المهندسين العسكرين,Basic,2600000,21666.67
"3,454,000 EGP",157,3,1 bathroom,1,2025,Developer,Corner,Installments,بيت الوطن التجمع,Basic,3454000,22000
"14,000,000 EGP",207,3,3 bathroom,5,2025,Broker,Garden,Cash,Hyde Park,Park,14000000,67632.85
"4,120,000 EGP",133,3,3 bathroom,2,2028,Broker,Main Street,Cash or Installments,Unknown,Basic,4120000,30977.44
"7,500,000 EGP",220,4,3 bathroom,1,2026,Broker,Other,Installments,شارع ابو عبيده,Basic,7500000,34090.91
"4,123,000 EGP",133,3,3 bathroom,2,2028,Broker,Garden,Installments,Address Home 2,Basic,4123000,31000
"9,500,000 EGP",180,3,2 bathroom,5,2025,Broker,Garden,Cash,Phase 7,Basic,9500000,52777.78
"4,250,000 EGP",130,3,2 bathroom,4,2000,Broker,Other,Cash,Unknown,Basic,4250000,32692.31
"6,400,000 EGP",156,3,2 bathroom,2,2018,Broker,Main Street,Cash,المنطقة الرابعة,Basic,6400000,41025.64
"930,000 EGP",120,2,1 bathroom,2,2015,Broker,Sea View,Cash,شارع رقم 10,Basic,930000,7750
"790,000 EGP",120,2,1 bathroom,2,2014,Broker,Sea View,Cash,شارع رقم 10,Basic,790000,6583.33
"5,300,000 EGP",96,2,2 bathroom,3,2018,Broker,Other,Cash,Unknown,Basic,5300000,55208.33
"9,000,000 EGP",149,3,2 bathroom,3,2025,Broker,Garden,Installments,Unknown,Basic,9000000,60402.68
"5,077,076 EGP",190,3,3 bathroom,3,2025,Broker,Garden,Cash or Installments,Midtown Condo Compound,Basic,5077076,26721.45
"1,850,000 EGP",105,2,1 bathroom,4,2024,Broker,Main Street,Cash or Installments,كمبوند بوسط البلد,Basic,1850000,17619.05
"3,988,000 EGP",135,2,1 bathroom,1,2010,Broker,Side Street,Cash,Unknown,Basic,3988000,29540.74
"6,300,000 EGP",223,3,3 bathroom,5,2025,Broker,Other,Cash,L'Avenir,Basic,6300000,28251.12
"7,500,000 EGP",180,3,2 bathroom,2,2022,Broker,Garden,Cash,Hadayek El Mohandiseen,Basic,7500000,41666.67
"8,179,000 EGP",128,3,2 bathroom,2,2028,Developer,Main Street,Installments,كمبوند ذا ون,Basic,8179000,63898.44
"8,269,378 EGP",190,3,3 bathroom,3,2026,Broker,Garden,Cash or Installments,Unknown,Basic,8269378,43523.04
"14,500,000 EGP",156,2,2 bathroom,2,2025,Broker,Other,Installments,W Signature –,Finished,14500000,92948.72
"3,300,000 EGP",120,3,1 bathroom,3,2000,Broker,Main Street,Cash,شارع محمود عصمت,Basic,3300000,27500
"10,500,000 EGP",185,3,3 bathroom,1,2018,Broker,Garden,Cash,Madinaty B1,Basic,10500000,56756.76
"4,340,000 EGP",140,3,3 bathroom,3,2027,Broker,Main Street,Cash or Installments,Address Home Compound,Basic,4340000,31000
"2,650,000 EGP",122,3,1 bathroom,4,2024,Broker,Main Street,Cash or Installments,Sudan St,Finished,2650000,21721.31
"14,500,000 EGP",222,3,3 bathroom,3,2024,Broker,Pool,Installments,Palm Parks Compound,Park,14500000,65315.32
"2,600,000 EGP",150,3,2 bathroom,2,2035,Broker,Side Street,Cash,Unknown,Basic,2600000,17333.33
"17,000,000 EGP",185,3,3 bathroom,2,2022,Broker,Pool,Cash,Westridge,Basic,17000000,91891.89
"12,000,000 EGP",300,3,3 bathroom,4,2014,Broker,Main Street,Cash,شارع إبن هاني,Basic,12000000,40000
"6,500,000 EGP",245,3,3 bathroom,9,2000,Broker,Main Street,Cash,شارع طرابلس,Basic,6500000,26530.61
"8,500,000 EGP",240,3,2 bathroom,11,2000,Broker,Nile View,Cash,El Khalej Buildings,Basic,8500000,35416.67
"6,937,850 EGP",92,2,2 bathroom,4,2026,Broker,Main Street,Cash or Installments,Monte Napoleone Compound,Basic,6937850,75411.41
"8,500,000 EGP",300,3,2 bathroom,11,2016,Broker,Main Street,Cash,شارع مكرم عبيد,Basic,8500000,28333.33
"6,900,000 EGP",195,3,3 bathroom,2,2020,Broker,Side Street,Cash,Shooting Club Area,Basic,6900000,35384.62
"6,138,000 EGP",198,3,3 bathroom,2,2028,Broker,Main Street,Cash or Installments,Address Home 2,Basic,6138000,31000
"3,210,000 EGP",160,3,2 bathroom,4,2024,Broker,Main Street,Cash or Installments,Sudan St,Finished,3210000,20062.5
"2,752,000 EGP",64,1,1 bathroom,1,2026,Broker,Main Street,Installments,The Most Luxurious,Basic,2752000,43000
"4,200,000 EGP",180,3,2 bathroom,11,2021,Broker,Main Street,Cash,Italian District Compound,Basic,4200000,23333.33
"16,500,000 EGP",190,3,3 bathroom,1,2025,Broker,Garden,Cash,Vgk,Basic,16500000,86842.11
"3,900,000 EGP",157,3,3 bathroom,2,2028,Broker,Main Street,Cash or Installments,كمبوند ادريس هوم,Basic,3900000,24840.76
"4,495,000 EGP",145,3,3 bathroom,2,2028,Broker,Garden,Installments,Address Home 2,Basic,4495000,31000
"6,292,000 EGP",135,3,2 bathroom,2,2028,Broker,Main Street,Installments,Ashgar City Compound,Basic,6292000,46607.41
"6,500,000 EGP",175,3,2 bathroom,3,2025,Broker,Main Street,Cash,Front Of Beverly,Basic,6500000,37142.86
"6,336,000 EGP",198,3,3 bathroom,3,2028,Broker,Pool,Installments,Address Home 2,Basic,6336000,32000
"10,500,000 EGP",175,3,3 bathroom,1,2025,Broker,Garden,Cash,Madinaty,Basic,10500000,60000
"3,200,000 EGP",125,3,1 bathroom,2,2024,Broker,Side Street,Cash,Sakan Masr,Basic,3200000,25600
"4,800,000 EGP",200,3,2 bathroom,2,2025,Broker,Other,Cash,El Bostan St.,Basic,4800000,24000
"4,640,000 EGP",145,3,3 bathroom,2,2028,Broker,Main Street,Cash or Installments,كمبوند ادريس هوم,Basic,4640000,32000
"6,127,000 EGP",135,3,2 bathroom,3,2025,Broker,Corner,Installments,Ashgar City Compound,Basic,6127000,45385.19
"3,508,000 EGP",100,2,1 bathroom,3,2025,Broker,Main Street,Cash or Installments,New Heliopolis,Basic,3508000,35080
"2,800,000 EGP",130,3,2 bathroom,3,2025,Broker,Main Street,Cash,منطقة ز,Basic,2800000,21538.46
"1,100,000 EGP",110,2,1 bathroom,2,1995,Broker,Side Street,Cash,Unknown,Basic,1100000,10000
"7,700,000 EGP",230,4,2 bathroom,3,2035,Broker,Garden,Cash,Samir Shehata Street,Basic,7700000,33478.26
"6,500,000 EGP",120,2,1 bathroom,2,2015,Broker,Main Street,Cash,كمبوند بيفرلي هيلز,Basic,6500000,54166.67
"1,650,000 EGP",165,3,2 bathroom,,,EG-6559570,Side Street,Cash,Unknown,Basic,1650000,10000
"1,550,000 EGP",80,2,1 bathroom,4,2020,Broker,Garden,Cash,كمبوند دجله بالمز,Basic,1550000,19375
"8,500,000 EGP",135,2,1 bathroom,3,2026,Developer,Main Street,Installments,Latin District,Basic,8500000,62962.96
"3,000,000 EGP",200,3,2 bathroom,2,2010,Broker,Other,Cash,Street 2,Basic,3000000,15000
"2,400,000 EGP",150,3,1 bathroom,3,2020,Broker,Main Street,Cash,المجاورة السابعة,Basic,2400000,16000
"4,551,000 EGP",210,4,3 bathroom,7,2025,Broker,Garden,Cash or Installments,Midtown Condo Compound,Finished,4551000,21671.43
"7,700,000 EGP",175,3,3 bathroom,6,2012,Broker,Garden,Cash,مدينتي مدخل 1,Basic,7700000,44000
"2,000,000 EGP",120,3,2 bathroom,,,EG-6557757,Main Street,Cash,Unknown,لوكس,2000000,16666.67
"5,000,000 EGP",170,3,2 bathroom,1,2020,Broker,Corner,Cash,شارع اللواء محمد,Basic,5000000,29411.76
"4,640,000 EGP",157,3,3 bathroom,2,2028,Broker,Main Street,Cash or Installments,Unknown,Basic,4640000,29554.14
"6,500,000 EGP",175,3,2 bathroom,1,2025,Broker,Pool,Cash,Stone Residence,Basic,6500000,37142.86
"13,000,000 EGP",140,2,3 bathroom,2,2025,Broker,Main Street,Cash,Unknown,Garden,13000000,92857.14
"12,317,240 EGP",168,3,3 bathroom,4,2025,Broker,Other,Cash,Unknown,View,12317240,73316.9
"5,000,000 EGP",140,3,1 bathroom,5,1985,Broker,Side Street,Cash,Safeer Square,Basic,5000000,35714.29
"6,950,000 EGP",250,3,3 bathroom,4,2023,Broker,Other,Cash,Unknown,تشطيب,6950000,27800
"3,300,000 EGP",170,3,1 bathroom,6,2025,Broker,Side Street,Cash,حى الواحة بحرى,بحر,3300000,19411.76
"6,500,000 EGP",180,3,2 bathroom,3,2005,Broker,Garden,Cash,Hadayek El Mohandiseen,Basic,6500000,36111.11
"3,150,000 EGP",170,3,3 bathroom,2,2025,Broker,Side Street,Cash,المنطقه ل,Basic,3150000,18529.41
"7,500,000 EGP",196,4,3 bathroom,2,2023,Broker,Lake,Cash,Badya Compound,Basic,7500000,38265.31
"9,500,000 EGP",220,4,4 bathroom,1,2025,Broker,Other,Cash,El Bostan St.,Basic,9500000,43181.82
"6,200,000 EGP",235,3,2 bathroom,13,1999,Broker,Main Street,Cash,Unknown,Basic,6200000,26382.98
"2,321,000 EGP",76,1,1 bathroom,3,2026,Broker,Garden,Cash or Installments,ارقي كمبوند ارمونيا,"فيو, كاش",2321000,30539.47
"7,400,000 EGP",160,3,2 bathroom,15,2010,Broker,Main Street,Cash,Port Said Street,Basic,7400000,46250
"19,000,000 EGP",140,2,2 bathroom,2,2025,Broker,Main Street,Cash,بوليفارد ريزيدنس ميفيدا,Basic,19000000,135714.29
"7,200,000 EGP",184,3,3 bathroom,2,2020,Broker,Other,Cash,Unknown,لوكس,7200000,39130.43
"14,000,000 EGP",207,3,3 bathroom,5,2025,Broker,Main Street,Cash,Hyde Park,Park,14000000,67632.85
"11,200,000 EGP",224,3,3 bathroom,1,2023,Broker,Garden,Cash,October Plaza Compound,Basic,11200000,50000
"8,600,000 EGP",181,3,3 bathroom,1,2023,Broker,Pool,Cash,October Plaza Compound,Basic,8600000,47513.81
"4,500,000 EGP",170,3,2 bathroom,8,1990,Broker,Side Street,Cash,Unknown,Basic,4500000,26470.59
"14,000,000 EGP",400,4,4 bathroom,1,2025,Broker,Side Street,Cash,جنوب الاكاديميه (ز),Basic,14000000,35000
"6,750,000 EGP",155,3,2 bathroom,6,1994,Broker,Main Street,Cash,لوران – شارع,Basic,6750000,43548.39
"8,085,000 EGP",165,3,2 bathroom,2,2029,Broker,Main Street,Installments,كمبوند كوي,Basic,8085000,49000
"4,000,000 EGP",130,3,1 bathroom,4,2000,Broker,Main Street,Cash,Unknown,Basic,4000000,30769.23
"9,000,000 EGP",171,3,2 bathroom,2,2018,Broker,Main Street,Cash,كمبوند الباتيو أورو,Basic,9000000,52631.58
"8,500,000 EGP",165,3,3 bathroom,1,2025,Broker,Main Street,Cash,Unknown,"Garden, Super Lux",8500000,51515.15
"6,208,000 EGP",128,3,2 bathroom,3,2028,Broker,Pool,Installments,كمبوند كوي,Basic,6208000,48500
"21,000,000 EGP",180,3,3 bathroom,2,2025,Broker,Side Street,Cash,Unknown,"فيو, الترا",21000000,116666.67
"6,500,000 EGP",120,2,1 bathroom,3,2025,Broker,Garden,Cash,Unknown,Finished,6500000,54166.67
"11,500,000 EGP",165,3,3 bathroom,3,2025,Broker,Garden,Cash,Madinaty,View,11500000,69696.97
"13,239,517 EGP",169,3,3 bathroom,3,2028,Broker,Garden,Installments,El Sheikh Zayed,Basic,13239517,78340.34
"7,800,000 EGP",110,2,2 bathroom,4,2026,Broker,Garden,Installments,Zed Sheikh Zayed,Park,7800000,70909.09
"1,500,000 EGP",165,3,2 bathroom,,,EG-6556685,Side Street,Cash,Unknown,Basic,1500000,9090.91
"1,650,000 EGP",160,3,2 bathroom,,,EG-6556694,Side Street,Cash,Unknown,Basic,1650000,10312.5
"6,330,000 EGP",198,3,3 bathroom,3,2028,Broker,Pool,Cash or Installments,Address Home 2,Basic,6330000,31969.7
"15,000,000 EGP",250,5,3 bathroom,4,2010,Broker,Main Street,Cash,El Sultan Hussein,Basic,15000000,60000
"3,470,000 EGP",170,3,3 bathroom,2,2024,Broker,Main Street,Cash or Installments,كمبوند أب تاون,Basic,3470000,20411.76
"1,750,000 EGP",170,3,3 bathroom,,,EG-6556717,Side Street,Cash,Unknown,Basic,1750000,10294.12
"7,900,000 EGP",163,3,2 bathroom,2,2025,Broker,Garden,Cash,Unknown,Super Lux,7900000,48466.26
"9,682,000 EGP",125,2,2 bathroom,2,2028,Broker,Garden,Installments,El Sheikh Zayed,Basic,9682000,77456
"1,700,000 EGP",160,3,2 bathroom,,,EG-6556699,Side Street,Cash,Unknown,Basic,1700000,10625
"1,750,000 EGP",160,3,2 bathroom,,,EG-6556680,Side Street,Cash,Unknown,Basic,1750000,10937.5
"1,300,000 EGP",86,2,1 bathroom,3,2020,Broker,Main Street,Cash,مدينة الاسماعيلية,Basic,1300000,15116.28
"6,000,000 EGP",275,3,3 bathroom,14,2007,Broker,Main Street,Cash,El,Basic,6000000,21818.18
"4,551,000 EGP",210,4,3 bathroom,3,2025,Broker,Garden,Cash or Installments,Midtown Condo Compound,Basic,4551000,21671.43
"3,210,000 EGP",160,3,2 bathroom,4,2024,Broker,Main Street,Cash or Installments,Jasmine Gardens Compound,Garden,3210000,20062.5
"6,000,000 EGP",130,2,2 bathroom,1,2020,Broker,Other,Cash,شارع الإسراء,Basic,6000000,46153.85
"5,600,000 EGP",99,2,2 bathroom,5,2025,Broker,Garden,Cash,Phase 9,Basic,5600000,56565.66
"7,000,000 EGP",275,3,3 bathroom,14,2007,Broker,Sea View,Cash,El,Basic,7000000,25454.55
"2,950,000 EGP",185,3,2 bathroom,7,2002,Broker,Main Street,Cash,Unknown,Basic,2950000,15945.95
"3,700,000 EGP",130,2,2 bathroom,,2013,Broker,Main Street,Cash,Grand City Compound,Ultra,3700000,28461.54
"6,500,000 EGP",180,3,3 bathroom,2,2025,Broker,Corner,Cash,Mv Park,View,6500000,36111.11
"3,150,000 EGP",155,3,1 bathroom,4,2024,Broker,Main Street,Cash or Installments,Sudan St,Finished,3150000,20322.58
"17,500,000 EGP",186,3,3 bathroom,1,2025,Broker,Main Street,Cash,Unknown,"Park, Parking",17500000,94086.02
"6,750,000 EGP",180,3,2 bathroom,9,1989,Broker,Main Street,Cash,Janaklees,Basic,6750000,37500
"4,650,000 EGP",220,3,3 bathroom,3,2022,Broker,Side Street,Cash,El Hay El,Basic,4650000,21136.36
"5,440,000 EGP",165,3,3 bathroom,,2029,Broker,Main Street,Cash or Installments,Unknown,"View, Pool",5440000,32969.7
"27,000,000 EGP",197,3,3 bathroom,2,2025,Broker,Side Street,Cash,فيستيفال ليفينج,Basic,27000000,137055.84
"7,750,000 EGP",175,3,2 bathroom,1,2024,Broker,Garden,Cash,Zaid Ebn Haretha,Basic,7750000,44285.71
"3,650,000 EGP",70,2,1 bathroom,3,2025,Broker,Garden,Cash,Madinaty B7,Basic,3650000,52142.86
"17,500,000 EGP",186,3,3 bathroom,1,2025,Broker,Main Street,Cash,ڤي ريزيدنس,Basic,17500000,94086.02
"4,200,000 EGP",133,3,3 bathroom,2,2028,Broker,Main Street,Cash or Installments,كمبوند ادريس هوم,Basic,4200000,31578.95
"3,150,000 EGP",155,3,1 bathroom,1,2024,Broker,Main Street,Cash or Installments,Jasmine Gardens Compound,"Garden, Finished",3150000,20322.58
"27,000,000 EGP",197,3,3 bathroom,5,2025,Broker,Main Street,Cash,Unknown,Basic,27000000,137055.84
"6,330,000 EGP",198,3,3 bathroom,2,2028,Broker,Pool,Cash or Installments,كمبوند ادريس هوم,Basic,6330000,31969.7
"17,500,000 EGP",155,2,3 bathroom,2,2025,Broker,Side Street,Cash,فيستيفال ليفينج,Basic,17500000,112903.23
"3,192,000 EGP",76,2,1 bathroom,1,2026,Broker,Main Street,Installments,هوليديز ترفانا ريزورت,Basic,3192000,42000
"9,685,000 EGP",149,2,1 bathroom,3,2027,Broker,Sea View,Installments,Unknown,بحر,9685000,65000
"8,435,000 EGP",159,3,3 bathroom,1,2026,Broker,Garden,Installments,Taj City,View,8435000,53050.31
"4,031,500 EGP",79,1,1 bathroom,2,2027,Broker,Main Street,Cash or Installments,Unknown,Basic,4031500,51031.65
"6,840,333 EGP",112,2,2 bathroom,2,2027,Broker,Garden,Cash or Installments,Rovan City,Basic,6840333,61074.4
"6,285,000 EGP",115,2,1 bathroom,3,2028,Broker,Other,Installments,روفان سيتي,Basic,6285000,54652.17
"6,700,000 EGP",160,3,3 bathroom,3,2023,Broker,Main Street,Cash,Al,Basic,6700000,41875
"5,375,000 EGP",86,2,1 bathroom,1,2026,Broker,Pool,Installments,قلب الغردقة,Basic,5375000,62500
"4,284,000 EGP",69,1,1 bathroom,1,2027,Broker,Sea View,Installments,Unknown,Basic,4284000,62086.96
"2,752,000 EGP",64,1,1 bathroom,1,2026,Broker,Main Street,Installments,موقع هادئ قريب,Basic,2752000,43000
"10,382,000 EGP",179,2,1 bathroom,1,2027,Broker,Sea View,Installments,منتجع ماجرا,بحر,10382000,58000
"1,700,000 EGP",150,3,2 bathroom,5,2025,Broker,Side Street,Cash,Unknown,Basic,1700000,11333.33
"16,000,000 EGP",320,5,4 bathroom,2,2020,Broker,Garden,Cash,My City,View,16000000,50000
"1,650,000 EGP",150,3,2 bathroom,6,2025,Broker,Side Street,Cash,Unknown,Basic,1650000,11000
"1,650,000 EGP",150,3,3 bathroom,7,2025,Broker,Side Street,Cash,Unknown,Basic,1650000,11000
"8,500,000 EGP",200,3,2 bathroom,1,2025,Broker,Main Street,Cash,Unknown,"Ultra, Elevator",8500000,42500
"1,700,000 EGP",135,3,2 bathroom,3,2020,Broker,Other,Cash,المنطقة السياحية ب,Basic,1700000,12592.59
"5,100,000 EGP",180,3,2 bathroom,,2025,Broker,Side Street,Cash,Gardenia Heights 2,Garden,5100000,28333.33
"12,000,000 EGP",214,3,2 bathroom,6,2005,Broker,Other,Cash,Dokki,Basic,12000000,56074.77
"9,810,000 EGP",132,2,2 bathroom,1,2028,Broker,Other,Installments,ايفوري بيزنس بارك,Basic,9810000,74318.18
"1,800,000 EGP",150,3,2 bathroom,7,2025,Broker,Side Street,Cash,Unknown,Basic,1800000,12000
"3,500,000 EGP",130,3,1 bathroom,2,2025,Broker,Main Street,Cash,Mayfair Compound,Basic,3500000,26923.08
"7,500,000 EGP",136,3,2 bathroom,1,2020,Broker,Main Street,Cash,شارع عبد الحميد,Basic,7500000,55147.06
"5,000,000 EGP",160,3,2 bathroom,5,1990,Broker,Other,Cash,Unknown,Basic,5000000,31250
"3,850,000 EGP",137,2,1 bathroom,2,1967,Broker,Main Street,Cash,شارع عبد الحميد,Basic,3850000,28102.19
"16,700,000 EGP",149,3,3 bathroom,4,2027,Broker,Garden,Installments,Village West Compound,Basic,16700000,112080.54
"10,500,000 EGP",154,3,2 bathroom,4,2025,Broker,Garden,Cash,Village West Compound,Basic,10500000,68181.82
"13,500,000 EGP",123,2,2 bathroom,2,2028,Broker,Garden,Installments,Village West Compound,Basic,13500000,109756.1
"5,280,000 EGP",98,2,2 bathroom,,2027,Broker,Garden,Installments,Ashgar City Compound,Basic,5280000,53877.55
"17,100,000 EGP",159,3,2 bathroom,4,2027,Broker,Garden,Installments,Village West Compound,Basic,17100000,107547.17
"12,500,000 EGP",176,4,4 bathroom,3,2025,Broker,Club,Cash,تاج سلطان,Basic,12500000,71022.73
"7,000,000 EGP",200,3,2 bathroom,1,2018,Broker,Corner,Cash,شارع علي لبيب,Basic,7000000,35000
"3,250,000 EGP",148,3,2 bathroom,1,2025,Broker,Garden,Cash,Eshraqah Compound,Basic,3250000,21959.46
"4,100,000 EGP",125,3,1 bathroom,8,2014,Broker,Main Street,Cash,Unknown,Basic,4100000,32800
"7,300,000 EGP",120,2,2 bathroom,1,2025,Broker,Garden,Installments,Vye Compound,Basic,7300000,60833.33
"7,800,000 EGP",220,3,2 bathroom,2,2022,Broker,Main Street,Cash or Installments,Unknown,Basic,7800000,35454.55
"3,590,000 EGP",133,3,3 bathroom,2,2027,Broker,Pool,Cash or Installments,Address Home Compound,Basic,3590000,26992.48
"6,000,000 EGP",200,3,3 bathroom,2,2025,Broker,Other,Cash,Touristic First Area,Basic,6000000,30000
"4,500,000 EGP",144,3,2 bathroom,2,2021,Broker,Garden,Cash,Unknown,Basic,4500000,31250
"5,000,000 EGP",170,3,2 bathroom,1,2022,Broker,Side Street,Cash,شارع عبد المنعم,Basic,5000000,29411.76
"4,200,000 EGP",140,3,2 bathroom,5,2005,Broker,Main Street,Cash,Sudan St,Basic,4200000,30000
"4,200,000 EGP",126,2,3 bathroom,4,2025,Broker,Other,Cash,قلب المستقبل سيتي,Basic,4200000,33333.33
"7,500,000 EGP",275,3,3 bathroom,1,2022,Broker,Side Street,Cash,السياحيه السادسه مدينه,Basic,7500000,27272.73
"4,700,000 EGP",125,2,3 bathroom,,2025,Broker,Other,Installments,Bloomfields Compound,Basic,4700000,37600
"7,500,000 EGP",240,4,4 bathroom,3,2025,Broker,Other,Cash,كمبوند بلوم فيلدز,Basic,7500000,31250
"12,000,000 EGP",250,3,3 bathroom,9,2024,Broker,Other,Cash,Unknown,Basic,12000000,48000
"2,400,000 EGP",150,3,1 bathroom,3,2023,Broker,Main Street,Cash,شارع المعهد,Basic,2400000,16000
"5,250,000 EGP",123,3,2 bathroom,3,2023,Broker,Garden,Cash,اللوتس الجنوبيه,Basic,5250000,42682.93
"5,990,848 EGP",89,1,1 bathroom,1,2026,Broker,Other,Installments,Unknown,Basic,5990848,67312.9
"5,100,000 EGP",122,3,2 bathroom,2,2025,Broker,Garden,Cash,Unknown,تشطيب,5100000,41803.28
"8,600,000 EGP",148,3,2 bathroom,4,2024,Broker,Garden,Cash,Unknown,Basic,8600000,58108.11
"6,500,000 EGP",200,3,2 bathroom,4,2000,Broker,Main Street,Cash,شارع محمد عز,Basic,6500000,32500
"14,760,000 EGP",164,3,2 bathroom,4,2025,Broker,Main Street,Cash or Installments,El Patio Oro,Basic,14760000,90000
"4,400,000 EGP",139,3,3 bathroom,2,2025,Broker,Garden,Cash,كمبوند صن كابيتال,Basic,4400000,31654.68
"9,600,000 EGP",240,3,3 bathroom,4,2020,Broker,Other,Cash,منطقة نادي الصيد,Basic,9600000,40000
"13,800,000 EGP",290,3,2 bathroom,6,2010,Broker,Main Street,Cash,Mohammed Fawzi Moaz,Basic,13800000,47586.21
"6,000,000 EGP",175,3,2 bathroom,3,2023,Broker,Side Street,Cash,Al,Basic,6000000,34285.71
"4,700,000 EGP",175,3,2 bathroom,6,2025,Developer,Main Street,Cash,Tiba St.,Basic,4700000,26857.14
"3,525,000 EGP",75,1,1 bathroom,2,2027,Broker,Pool,Installments,El Kawthar Second,Basic,3525000,47000
"3,676,500 EGP",81,1,1 bathroom,1,2026,Broker,Main Street,Installments,The Heart Of,Basic,3676500,45388.89
"2,700,000 EGP",50,1,1 bathroom,1,2027,Broker,Pool,Installments,El Kawthar Size,Basic,2700000,54000
"11,700,000 EGP",260,4,3 bathroom,5,2020,Broker,Other,Cash,Unknown,تشطيب,11700000,45000
"1,850,000 EGP",105,2,1 bathroom,4,2024,Broker,Main Street,Cash or Installments,كمبوند الياسمين بجوار,تقسيط,1850000,17619.05
"2,632,000 EGP",47,1,1 bathroom,2,2027,Broker,Pool,Installments,El Kawthar Size,Basic,2632000,56000
"4,525,000 EGP",181,3,3 bathroom,3,2028,Broker,Lake,Cash or Installments,Address Home Compound,Basic,4525000,25000
"6,500,000 EGP",67,1,1 bathroom,3,2028,Broker,Garden,Cash or Installments,Fifth Square Compound,Basic,6500000,97014.93
"33,500,000 EGP",190,3,3 bathroom,2,2021,Broker,Main Street,Installments,ڤي ريزيدنس,Basic,33500000,176315.79
"2,688,000 EGP",64,1,1 bathroom,1,2026,Broker,Main Street,Installments,Unknown,Basic,2688000,42000
"5,491,077 EGP",78,1,1 bathroom,1,2026,Broker,Other,Installments,A 78M² Apartment,Basic,5491077,70398.42
"2,898,000 EGP",69,2,1 bathroom,1,2026,Broker,Main Street,Installments,The Middle Of,Basic,2898000,42000
"3,676,500 EGP",81,1,1 bathroom,1,2026,Broker,Main Street,Installments,Unknown,Basic,3676500,45388.89
"4,800,000 EGP",200,3,2 bathroom,2,2025,Broker,Main Street,Cash,Unknown,Basic,4800000,24000
"3,991,000 EGP",126,3,2 bathroom,3,2028,Broker,Main Street,Cash,كمبوند ساكن وعايش,Basic,3991000,31674.6
"2,752,000 EGP",61,1,1 bathroom,1,2026,Broker,Main Street,Installments,Hurghada,Basic,2752000,45114.75
"5,800,000 EGP",116,3,2 bathroom,2,2020,Broker,Main Street,Cash,Madinaty,Basic,5800000,50000
"2,688,000 EGP",64,1,1 bathroom,1,2026,Broker,Main Street,Installments,A Strategic Location,Pool,2688000,42000
"9,000,000 EGP",110,2,2 bathroom,,2025,Installments,Corner,Installments,Village West Compound,Basic,9000000,81818.18
"2,752,000 EGP",61,1,1 bathroom,1,2026,Broker,Main Street,Installments,A Fully,Basic,2752000,45114.75
"2,750,000 EGP",150,3,2 bathroom,,,EG-6554459,Side Street,Cash,حدائق الاهرام,Basic,2750000,18333.33
"16,500,000 EGP",274,3,3 bathroom,2,2015,Broker,Garden,Cash,كمبوند ماونتن فيو,فيو,16500000,60218.98
"14,289,000 EGP",115,2,2 bathroom,3,2025,Broker,Main Street,Cash or Installments,Unknown,Basic,14289000,124252.17
"4,116,000 EGP",98,2,1 bathroom,1,2026,Broker,Main Street,Installments,Trivana Resort,Pool,4116000,42000
"2,150,000 EGP",130,3,3 bathroom,,,EG-6543516,Side Street,Cash,حدائق الاهرام,Basic,2150000,16538.46
"4,200,000 EGP",200,3,2 bathroom,,,EG-6538429,Side Street,Cash,حدائق الاهرام,Basic,4200000,21000
"5,562,500 EGP",89,2,1 bathroom,1,2026,Broker,Pool,Installments,The Heart Of,Basic,5562500,62500
"9,000,000 EGP",380,4,3 bathroom,3,2013,Broker,Main Street,Cash,شارع عبد الخالق,Basic,9000000,23684.21
"5,200,000 EGP",158,3,3 bathroom,3,2028,Broker,Garden,Installments,كمبوند ادريس هوم,Basic,5200000,32911.39
"4,123,000 EGP",133,3,3 bathroom,3,2028,Broker,Garden,Installments,كمبوند ادريس هوم,Basic,4123000,31000
"4,000,000 EGP",64,1,1 bathroom,1,2025,Broker,Pool,Installments,The Heart Of,Basic,4000000,62500
"17,900,000 EGP",255,4,3 bathroom,1,2020,Broker,Main Street,Cash,Transport And Engineering,Basic,17900000,70196.08
"7,000,000 EGP",220,4,3 bathroom,15,2007,Broker,Main Street,Cash,Mohammed Fawzi Moaz,Basic,7000000,31818.18
"3,600,000 EGP",200,3,3 bathroom,,,EG-6554408,Side Street,Cash,حدائق الاهرام,Basic,3600000,18000
"3,038,000 EGP",62,1,1 bathroom,1,2027,Broker,Main Street,Installments,The Heart Of,Basic,3038000,49000
"3,150,000 EGP",75,2,2 bathroom,1,2026,Broker,Main Street,Installments,The Trivana Resoert,Basic,3150000,42000
